 The UK’s recommended FOPNL,Responding as ..,Are you responding as ....?,Break,Please confirm your age,Parental permission,I am the parent or guardian of the child/young person responding to this survey,Please give your permission for your child to contribute to this consultation,Email consent,Would you like to receive updates about other Department of Health and Social Care consultations?,Is it okay for the Department of Health and Social Care to contact you by email about your response?,Demographic questions,What is your age?,How would you describe your gender?,What is your ethnicity? Choose one option that best describes your ethnic group or background,Which area of the UK do you live in?,Are you a parent or guardian for a child under the age of 16?,Break,How many children under the age of 16 do you have?,What is your current income?,Do you consider yourself to be disabled?,Do you have a long term condition?,If you would like to specify your long term condition please provide further details,Which of these best describes you/your profession?,What is your profession?,{{Organisation-Business}},What is the name of your {{organisation-business}}?,What is your role in the {{Organisation-Business}}?,How would you describe the work of your {{Organisation-Business}}?,How many employees does your business or organisation have?,Where does your {{organisation-business}} operate? ,Multiple traffic light label for food and drink businesses,Do you feature a Front of Pack Nutrition Label on your products?,Break,Is the label the Government approved Multiple Traffic Light labelling system?,Why does your business not use any Front of Pack Nutrition Labelling?,Break,Please explain what Front of Pack Nutrition Labelling your business features on its products and why you chose this over the Government recommended label.,What percentage of your product portfolio carries Multiple Traffic Light labelling?,What percentage of your product portfolio carries this form of Front of Pack Nutrition Labelling?,What would incentivise you to use Front of Pack Nutrition Labelling on your products in the future?,Break,What products do not carry Front of Pack Nutrition Labelling on and why?,What products do not carry Multiple Traffic Light label on and why?,When adopting the Multiple Traffic Light Label - did you incur costs over and above existing labelling cycles? Please quantify these costs.,Why does your business not use the Government recommended Multiple Traffic Light labelling on your products?,Did the introduction of Multiple Traffic Light influence any reformulation of your products?,What would encourage you to adopt Multiple Traffic Light labelling on your products?,"In principle, would your business support a proposal to display the same Front of Pack Nutritional label on your products?",Multiple traffic light label for the public,Do you use the Multiple Traffic Light label to make choices about the food and drinks that you buy?,Please explain your choice,Clear,Informative,"Individual nutrients (fat, saturates, sugar, salt)","Use of red, amber and green colours",Reference intakes,Portion size,How could the Multiple Traffic Light label be made easier to use?,Would you find it helpful if more products displayed the same Front of Pack Nutritional label?,New international examples,"Do you think you would be more likely to adopt one of these labels on your products, compared to current Multiple Traffic Light label?",Do you think you would be likely to use one of these labels more when shopping compared to current Multiple Traffic Light label?,Break,Which label would you be more likely to use?,Break,Use of five colours,Use of letters,Lack of specific nutrition information and portion size,Providing a single score for a product to indicate overall healthfulness,Other (please specify),Use of colour (black and white only),Highlighting only less healthy options,Lack of specific nutrition information and portion size,Other (please specify),Understanding or identification of healthier choices,Please upload evidence,Healthier purchasing behaviours,Please upload evidence,Additional Considerations,Understanding or identification of healthier choices,Healthier purchasing behaviours,Link to Dietary Advice,Do you think the Government should ensure that the recommended front of pack nutritional label reflects latest dietary advice on free sugar?, Please explain your answer:,Do you think the Government should ensure that the recommended front of pack nutritional label reflects the latest dietary advice on fibre?, Please explain your answer:,Public Sector Equality Duty,"Do you think that Front of Pack Nutritional Labelling is likely to have an impact on people on the basis of their age, sex, race, religion, sexual orientation, pregnancy and maternity, disability, gender reassignment and marriage/civil partnership?",Please  provide relevant evidence,"Eliminating discrimination, harassment, victimisation and any other conduct that is prohibited by or under the Equality Act 2010",Advancing equality of opportunity between persons who share a relevant protected characteristic and persons who do not share it?,Fostering good relations between persons who share a relevant protected characteristic and persons who do not share it?, Please explain which aims it would help achieve and how. ,Could the proposals be changed so that they are more effective?,"If you think that proposals could be changed to be more effective, please explain what changes would be needed",Socio-economic considerations,Do you think that the proposals in this consultation could impact on people from more deprived backgrounds?,Please explain your answer and provide relevant evidence,Upload evidence,Technical Annex,on the provisional list of evaluation criteria?,Please provide your comments.,on the provisional list of costs and benefits?,Please provide your comments.,on the evidence and commentary provided for the labelling schemes?, Please provide your comments.,If you have additional documents please provide them here.,Before you submit your response,How satisfied are you with the consultation process?,How did you hear about the consultation?,On which social media channel did you hear about the consultation?,What could we do better?,Response ID,Completed
11,,an individual,,16 or over,,,,,No,No,,20 - 24,Female (including transgender women),White,North West,No,,,"Less than £20,000",No,No,,NHS or health service delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,Very frequently,,Yes,Yes,Easy,Very easy,Very easy,Very easy,,Yes,,,Yes,,Nutri-score,,Like,Like,Dislike,Like,,Dislike,Dislike,Dislike,,I do not know,,I do not know,,,,,,Yes,,Yes,,,I do not know,,I do not know,I do not know,I do not know,,I don't know,,,I do not know,,,,No,,No,,No,,,,Somewhat satisfied,Social Media,Another government department,,6ded348e-2ca0-47ed-82ba-176a43df0abb,23/09/2020 09:58
12,,an individual,,16 or over,,,,,Yes,Yes,,30 - 39,Female (including transgender women),Black/African/Caribbean/Black British,South East,No,,,"Less than £20,000",No,No,,Student,Public Health Nutritionist,,,,,,,,,,,,,,,,,,,,,,,,,,Always,"I am always sensitive about the foods I buy, and I use the FOPL to guide  me on what is a healthier option",Yes,Yes,Very easy,Very easy,Very easy,Very easy,I like  it as it is,Yes,,,Yes,,Nutri-score,,Like,Like,Dislike,Like,Easier to interpret especially the avoidance of numerical information.,Dislike,Dislike,Dislike,Not visually appealing ,No,,No,,,,,,Yes,Sugar is a big problem in the UK,Yes,Dietary fibre is important when we talk about NCDs,,Yes,,Yes,Yes,Yes,,Yes,,,No,,,,No,,No,,No,,,,Satisfied,"Word of mouth (family, friend or colleague)",Department of Health & Social Care,,eec212ae-b54b-407d-9908-60caede9362b,23/09/2020 09:17
13,,a business,,,,,,,No,Yes,,,,,,,,,,,,,,,,Charlecote Mill,Miller / Owner,Food manufacturer,Less than 10 employees,England,,No,,,"I produce natural flour, single ingredient and a staple product. I operate a traditional mill with tiny margins, my packaging is printed two colour only to reduce costs so adding traffic lights would not be possible.",,,,,Someone else paying the costs of additional labels or increased cost of printing.,,,,,,,,Yes,,,,,,,,,,,,,No,,,,,Like,Like,I do not have a view,I do not have a view,,Dislike,Dislike,Dislike,,I do not know,,I do not know,,,,,,I do not know,,I do not know,,,No,,No,No,No,,I don't know,,,No,,,,No,,No,,No,,,,Satisfied,TCMG,E mail,,2438315e-f8cc-4a12-b2e4-df4af786e7ba,23/09/2020 07:47
14,,an individual,,16 or over,,,,,No,Yes,,60 - 69,Female (including transgender women),White,North West,No,,,"Less than £20,000",No,Yes,Diabetes ,Retired,,,,,,,,,,,,,,,,,,,,,,,,,,,Sometimes,I use them but sometimes find it hard.,No,Yes,Somewhat difficult,Moderate,Somewhat difficult,Easy,Larger writing.,Yes,,,Yes,,Nutri-score,,Like,Like,Like,Like,,Dislike,Dislike,Dislike,,Yes,,I do not know,,,,,,Yes,,Yes,,,Yes,,No,No,No,,Yes,,,Yes,,,,I do not have a view,,Yes,,No,,,,Satisfied,Received an email,Department of Health & Social Care,,4d86641f-044e-4d5c-91d2-a81152d51026,22/09/2020 21:31
15,,an individual,,16 or over,,,,,No,No,,50 - 59,Female (including transgender women),White,West Midlands,No,,,Prefer not to say,No,No,,Private sector,Credit Controller,,,,,,,,,,,,,,,,,,,,,,,,,,Very frequently,"It’s easy to check salt, sugar and fat content,especially of processed food.",Yes,Yes,Very easy,Very easy,Very easy,Very easy,,Yes,,,No,,,,Dislike,Dislike,Dislike,Dislike,Not specific enough.,Dislike,Dislike,Dislike,,Yes,,Yes,,,,,,Yes,,Yes,,,No,,I do not know,I do not know,I do not know,,I don't know,,,I do not know,,,,No,,No,,No,,,,Satisfied,Social Media,Twitter,Introduce the traffic light system on all products.,168f0a91-7d6b-47f0-8ee1-d4c7d9057a53,22/09/2020 20:14
16,,an individual,,16 or over,,,,,No,No,,30 - 39,Female (including transgender women),White,East Midlands,Yes,,1,"£20,000 to £39,000",No,No,,Other public sector,Teacher ,,,,,,,,,,,,,,,,,,,,,,,,,,Very frequently,I use it at a glance to decide between products I buy ,Yes,Yes,Very easy,Very easy,Very easy,Very easy,Unsure ,Yes,,,No,,,,Like,Dislike,I do not have a view,I do not have a view,,Dislike,Dislike,Dislike,,I do not know,,I do not know,,,,,,I do not know,Free sugar doesn’t need to be displayed ,Yes,"It is helpful to know the amount of fibre, although this should be coming from a raw food source ideally ",,I do not know,,I do not know,I do not know,I do not know,,I don't know,,,I do not know,,,,I do not have a view,,I do not have a view,,I do not have a view,,,,Satisfied,Social Media,Department of Health & Social Care,,3b27bf21-93f9-41f6-8321-78e87db6bfbb,22/09/2020 19:39
17,,an individual,,16 or over,,,,,No,No,,40 - 49,"Male, not transgender",White,South East,No,,,"£40,000 to £59,000",No,No,,Private sector,Civil engineer,,,,,,,,,,,,,,,,,,,,,,,,,,Very frequently,I would not buy if it has to much salt or fat ,Yes,No,Easy,Very easy,Somewhat difficult,Somewhat difficult,"The light system should be for the whole pack not portion size, also it should have saturated fat",Yes,,,No,,,,Like,Like,Dislike,Like,,Dislike,Like,Dislike,,No,,No,,,Fats breakdown,,,Yes,Sugar is no good for you so knowing if it’s in the item you can make the choice easier,Yes,More fibre is good ,,No,,No,No,No,"The only aim it should have is to make healthier choices, nothing else",No,,,No,"Why would it, it’s about food, not anything else",,,No,,Yes,"Why would it cost more, the producer should know what’s in their product, just put it on the pack",No,,,,Satisfied,Social Media,Department of Health & Social Care,,9e9ef043-d3fb-467d-b25b-bff341f45ee4,22/09/2020 17:56
18,,an individual,,16 or over,,,,,No,No,,50 - 59,Female (including transgender women),White,East of England,No,,,Prefer not to say,Prefer not to say,Yes,M.E,,Unable to work due to having m.e,,,,,,,,,,,,,,,,,,,,,,,,,,Sometimes,,Yes,Yes,Easy,Easy,Easy,Easy,,Yes,,,Yes,,Nutri-score,,Like,Like,Like,Like,,Dislike,Dislike,Dislike,,I do not know,,I do not know,,,,,,Yes,,Yes,,,I do not know,,I do not know,I do not know,I do not know,,I don't know,,,I do not know,,,,I do not have a view,,I do not have a view,,I do not have a view,,,,Satisfied,Social Media,Department of Health & Social Care,,ae0de977-4b86-439b-957e-951e66c87ac1,22/09/2020 16:14
19,,an individual,,16 or over,,,,,No,Yes,,50 - 59,Female (including transgender women),Black/African/Caribbean/Black British,London,,,,"£40,000 to £59,000",No,No,,Government/civil service,Lecturer and Environmental Health Officer (specialising in public health programmes),,,,,,,,,,,,,,,,,,,,,,,,,,Very frequently,useful for quick colour overview and for specific nutritional break down when needed - find the percentages useful too when considering overall family health.  Energy levels are vital when managing weight,Yes,Yes,Very easy,Very easy,Very easy,Very easy,I think they work very well as they are - we are familiar with them as a tool and should be left alone.,Yes,,,No,,,,Dislike,Dislike,Dislike,Like,Too general and does not give credit for ability to or desire to breakdown the QUID information that is available ,Dislike,Dislike,Dislike,,No,,No,,,,,,Yes,this should help consumers to be current in their understanding and ability to make effective choices with regards to sugar.,No,This is far more fluid and dependant on the health of the individual as a judgement.,,No,The labels are so clear and easy to interpret that all grouping can benefit regardless of their health needs however visual disability can be aided with a physical why or deciphering the level perhaps with braille or raised code - that may be simpler similar to the Chilean version ,No,Yes,No,Advance equality with a simple yet self explanatory labeling however this is not a tool that proactivily can build relationships and eliminate ingrained racism  ,Yes,include simple braille for the visually impaired ,,No,This is a tool available and usable for all however it can not achieve this in isolation and specific groups will need specific holistic interventions and needs assessments,,,No,,Yes,Clear but too simplistic,Yes,Very clear,,,Satisfied,Received an email,,,d72ede9f-9f88-4a86-90a7-c10de78a6c4c,22/09/2020 15:28
20,,an individual,,16 or over,,,,,Yes,Yes,,70 - 79,Female (including transgender women),White,East of England,No,,,Prefer not to say,No,Yes,,Retired,,,,,,,,,,,,,,,,,,,,,,,,,,,Always,used as advice to maintain a healthy diet,Yes,Yes,Very easy,Very easy,Very easy,Easy,"Not everyone is capable of calculating the maths involved, maybe a portion size could be included.",Yes,,,No,,,,Like,Like,Like,Dislike,,Dislike,I do not have a view,Dislike,,,,,,,,,,Yes,The general public do need to be made aware of sugar content in all foods.,Yes,Fibre is an essential part of a healthy diet.,,Yes,,Yes,Yes,Yes,Everyone is equal,I don't know,,,Yes,,,,I do not have a view,,Yes,I believe the initial cost would be outweighed by the benefit of more people eating a healthy diet i..e. reduced health care costs,I do not have a view,,,,Satisfied,Received an email,,,b1eaed25-b04f-4374-99ef-06dea2d38191,22/09/2020 15:16
21,,an individual,,16 or over,,,,,No,No,,30 - 39,Female (including transgender women),White,South West,No,,,"£20,000 to £39,000",No,No,,Private sector,Food safety advisor,,,,,,,,,,,,,,,,,,,,,,,,,,Sometimes,"Meal plans are usually written a week in advance in my household, with a shopping list to match. When this happens, the food choices are already made and are not changed in the supermarket, irrespective of the nutritional information on the pack.  The exception to this is if I am completing an online shop for click and collect whilst building my weekly meal plan, the traffic light system is available instantly when I click on the product and can change my mind of that meal as the meal plan edits are easy to make at this stage.  However, if sporadically shopping for a quick lunch or a treat dinner, I recognise the traffic light systems which can influence my choices. ",Yes,Yes,Very easy,Very easy,Easy,Easy,"If the product was also given an overall traffic light rating on how healthy it is. As there may be several green nutritions on the front, and only 1 red nutrition, however this red one may be saturated fats (bad fats), but the several green nutritions are indicating that it’s healthier and out weights the single red nutrition.  Giving an overall rating for the product could help influence better choices. This could include, how many times a week an item should be consumed. E.g. a ready meal lasagne could be given a label with “consume maximum twice a week”, this could limit people from consuming less health/easy meals every night of the week.",Yes,,,Yes,,Nutri-score,,Like,Dislike,Dislike,Like,Using a numbers system could be easier to relate to. It could also be applied to my previous answer regarding making the right choice on how often to eat the product. E.g. only meant to have a red/no5 once a week,Dislike,Dislike,Dislike,,I do not know,,I do not know,,,"The use of symbols to identify which products contain a higher level of a nutrition. If a product is higher in iron, or calcium, or folic acid. This could assist people in making better food choices for what their health requires instead of relying on taking supplements, or multivitamins.",,,Yes,"Most up to date information and guidance is most relevant. This could be reviewed annually by nutritionists, government, and producers, which could also encourage the producer to adjust their ingredients/recipe to meet the advice. E.g. if the government reviewed and the figures were adjusted, changing a producers product from green to amber, this could encourage the producer to amend their product to maintain a green status. ",Yes,,,Yes,Understanding what nutrients your body needs and doesn’t need is different for everyone. Understanding what growth or additional supplements your body needs could make you make the right choices for your personal circumstances.,I do not know,I do not know,I do not know,,I don't know,,,Yes,Ready meals are often cheap and easy and the choice of people from deprived backgrounds. There is a lack of education in understanding what other foods can supply a nutritious meal. Highlighting this on the pack could assist in making better choices.,,,I do not have a view,,I do not have a view,,I do not have a view,,,,Satisfied,Social Media,Department of Health & Social Care,,f3c0510c-3cd6-4ca4-89e8-71a1ce9cbc68,22/09/2020 13:34
